title,url,stage,day,time,description
BIG SWING SOUNDSYSTEM,www.bigswingsoundsystem.com,SHANGRI-LA,SATURDAY,00:00 - 01:00,
BIG SWING SOUNDSYSTEM WITH HYPEMAN SAGE,www.mixcloud.com/bigswingsoundsystem,SHANGRI-LA,SATURDAY,03:30 - 05:00,
BIGGLES WARTIME BAND,www.biggleswartimeband.co.uk,THE BANDSTAND,FRIDAY,16:00 - 16:40,
BILL AMBERG'S OUT OF THE BLACK BOX,,GLADE,FRIDAY,20:00 - 22:00,
BILL AMBERG'S OUT OF THE BLACK BOX,,GLADE,SATURDAY,20:00 - 22:00,
BILL AMBERG'S OUT OF THE BLACK BOX,,GLADE,SUNDAY,20:00 - 22:00,
BILL AMBERG'S OUT OF THE BLACK BOX,,GLADE,THURSDAY,20:00 - 22:00,
BILLY BRAGG,http://www.billybragg.co.uk/,LEFT FIELD,FRIDAY,21:00 - 22:00,"It’s the main man, he who knows Peter Buck and Johnny Marr! Knocks out a tune or two, might tell a few stories."
BILLY KIDD,,THEATRE AND CIRCUS,FRIDAY,11:25 - 11:55,
BILLY KIDD,,THEATRE AND CIRCUS,FRIDAY,19:30 - 20:00,
BILLY KIDD,,THEATRE AND CIRCUS,SATURDAY,11:25 - 11:55,
BILLY KIDD,,THEATRE AND CIRCUS,SATURDAY,19:30 - 20:00,
BILLY KIDD,,THEATRE AND CIRCUS,SUNDAY,11:25 - 11:55,
BILLY KIDD,,THEATRE AND CIRCUS,SUNDAY,19:30 - 20:00,
BILLY ROWAN (THE UNDERCOVER HIPPY),http://www.billyrowan.co.uk/,GREEN FIELDS,SATURDAY,20:00 - 21:00,
BILLY SHINBONE,billyshinbone.com,THE BANDSTAND,FRIDAY,13:00 - 13:40,
BIMBLE DJS,,THE PARK,FRIDAY,20:00 - 22:00,
BIMBLE DJS,,THE PARK,SATURDAY,20:00 - 22:00,
BIMBLE DJS,,THE PARK,SUNDAY,20:00 - 22:00,
BIPOLAR SUNSHINE,http://bipolarsunshine.com/,THE PARK,FRIDAY,12:45 - 13:30,Soulful rap and plenty of moody thoughts from this man with a pretty strange hairdo (will blend in at Glastonbury obviously). From Manchester with some top tunes.
BIPOLAR SUNSHINE,,GREEN FIELDS,FRIDAY,16:00 - 16:45,
BLACK BUTTER : GORGON CITY,https://soundcloud.com/gorgon-city,SHANGRI-LA,FRIDAY,01:00 - 02:00,
BLACK BUTTER : KIDNAP KID,https://soundcloud.com/kidnap_kid,SHANGRI-LA,FRIDAY,23:00 - 00:00,
BLACK BUTTER : MY NU LENG,https://soundcloud.com/clashmusic/my-nu-leng-ft-fox-fabric-mix,SHANGRI-LA,FRIDAY,04:00 - 05:00,
BLACK BUTTER : P FUNK & M BOOGIE,https://soundcloud.com/pfunkandmboogie,SHANGRI-LA,FRIDAY,21:00 - 23:00,
BLACK BUTTER : REDLIGHT,https://soundcloud.com/redlight-uk,SHANGRI-LA,FRIDAY,03:00 - 04:00,
BLACK BUTTER : TBA,,SHANGRI-LA,FRIDAY,00:00 - 01:00,
BLACK BUTTER : TBA,,SHANGRI-LA,FRIDAY,02:00 - 03:00,
BLACK BUTTER : WAYWARD,https://soundcloud.com/fabric/wayward-fabriclive-x-black,SHANGRI-LA,FRIDAY,05:00 - 06:00,
BLACK BUTTER SOUND SYSTEM WITH TBA GUESTS,,THE PARK,THURSDAY,14:00 - 16:00,
BLACK EAGLES,http://www.theblackeagles.com,THEATRE AND CIRCUS,FRIDAY,13:05 - 13:30,
BLACK EAGLES,http://www.theblackeagles.com,THEATRE AND CIRCUS,FRIDAY,16:07 - 16:32,
BLACK EAGLES,http://www.theblackeagles.com,THEATRE AND CIRCUS,SATURDAY,13:05 - 13:30,
BLACK EAGLES,http://www.theblackeagles.com,THEATRE AND CIRCUS,SATURDAY,16:07 - 16:32,
BLACK EAGLES,http://www.theblackeagles.com,THEATRE AND CIRCUS,SUNDAY,13:35 - 14:00,
BLACK EAGLES,http://www.theblackeagles.com,THEATRE AND CIRCUS,SUNDAY,15:56 - 16:21,
BLACK KAT BOPPERS,http://blackkatboppers.com/,SHANGRI-LA,SATURDAY,03:00 - 04:30,
BLACK KAT BOPPERS,http://blackkatboppers.com/,THE COMMON,SUNDAY,22:00 - 23:00,
BLACKBEARD'S TEA PARTY,http://www.blackbeardsteaparty.com/index.php,AVALON,FRIDAY,14:20 - 15:15,Vibrant folk-rock and sing-along nonsense from this foot stomping outfit.
BLACKSKYWHITE,http://www.bsw.ru,THEATRE AND CIRCUS,SATURDAY,23:20 - 00:15,
BLACKSKYWHITE,http://www.bsw.ru,THEATRE AND CIRCUS,SUNDAY,23:20 - 00:15,
BLACKSKYWHITE - 'MAGRITTE RGB',http://www.bsw.ru,THEATRE AND CIRCUS,FRIDAY,23:20 - 00:15,
BLANK REALM,https://www.facebook.com/blankrealmband,WILLIAM'S GREEN,SATURDAY,15:00 - 15:40,"Brisbane’s Blank Realm carefully blend the Bunnymen (they’re coming a theme today), Zombies and Big Star to make short sharp shocks of lysergic oddness as displayed on their raved about recent ‘Grassed Inn’ album."
BLEACHERS,http://www.bleachersmusic.com/,JOHN PEEL STAGE,SUNDAY,18:05 - 18:50,"Jack Antonoff from Fun has been moonlighting on a side project, Bleachers make songs that you kind of think you’ve heard before, big hooks, choruses that are easy to sing along to, one liners that nag the lobe long after you turned the tune off for the fourth time. By the time they play Pilton their debut album will be out and Jack may well be the next president of the USA. It would cheer people up for sure."
BLOCK DODGER,https://soundcloud.com/block-dodger,THE UNFAIRGROUND,SUNDAY,02:00 - 03:00,
BLOCK DODGER,https://soundcloud.com/block-dodger,THE UNFAIRGROUND,THURSDAY,21:00 - 22:00,
BLONDE DJ SET,https://www.facebook.com/etonmessy,SILVER HAYES,SATURDAY,20:30 - 21:30,"Messy’s Adam Englefield and Jacob Mason mixing electronic sounds with R&B, a touch of garage and some heady rhythms."
BLONDIE,http://www.blondie.net/,OTHER STAGE,FRIDAY,12:15 - 13:20,She has hung out with Andy Warhol and Fab Five Freddie and she duetted with Iggy Pop. Her band has a bagful of hits that’ll ensure the singalong starts early – must be time for the first pint of cider!
BLUENECK,www.facebook.com/blueneckuk,AVALON CAFE,SUNDAY,00:00 - 01:00,
BLUES KITCHEN DJ'S,,THE COMMON,FRIDAY,01:00 - 01:30,
BLUES KITCHEN DJ'S,,THE COMMON,FRIDAY,02:30 - 03:00,
BLUES KITCHEN DJ'S,,THE COMMON,FRIDAY,22:00 - 23:00,
BLUFF'SWINGEURS,,THEATRE AND CIRCUS,SATURDAY,11:25 - 11:55,
BLUFF'SWINGEURS,,THEATRE AND CIRCUS,SUNDAY,11:25 - 11:55,
BLUFF'SWINGUEURS,,THEATRE AND CIRCUS,FRIDAY,16:25 - 16:55,
BLUFF'SWINGUEURS,,THEATRE AND CIRCUS,SATURDAY,16:25 - 16:55,
BOB ROBARTS - SOLAR PV HANDS ON WORKSHOP,,GREEN FIELDS,THURSDAY,11:00 - 13:00,
BOMBA ESTÉREO,http://www.bombaestereo.com/,SILVER HAYES,SUNDAY,14:30 - 16:00,"This is a show not to miss. Colombia’s Bomba Estereo play upbeat tropicalia with a nod to reggae, hip hop and Manu Chao’s distorted soul. Like a carnival happening inside your head."
BOMBAY BICYCLE CLUB,http://bombaybicycleclubmusic.com/,OTHER STAGE,SUNDAY,18:50 - 19:50,"Well travelled and eclectic, these versatile shape shifters have surfed a few genres in their time, moving through styles at the drop of a plectrum. Their most recent album delved into various strands of world music that neatly fused into their own distinctive brand of electronic pop."
BONDAX,https://www.facebook.com/bondax,SILVER HAYES,FRIDAY,14:15 - 15:15,"Originally discovered by BBC Introducing, this northern duo dabble in electronic music and future garage and have been described by Dazed And Confused as"
BONG-RA,www.bong-ra.com,THE UNFAIRGROUND,SATURDAY,02:00 - 00:00,
BONOBO,http://bonobomusic.com/,WEST HOLTS,SUNDAY,20:30 - 21:30,"Simon Green’s blissful electronic soundscapes will be accentuated by the addition of a large band replete with strings and horns, taking Bonobo’s music to a whole new organic dimension."
BOOGIE CARTEL,,BLOCK9,FRIDAY,04:30 - 06:00,
BOOGIE CARTEL,,BLOCK9,THURSDAY,23:00 - 00:30,
BOOKA BRASS BAND,http://www.turningpirate.com/booka-brass-band,ACOUSTIC,SUNDAY,13:00 - 13:40,"A New Orleans brass band from Ireland? Surely some mistake. No, this frighteningly young seven-piece are just that. Can the weekend get any weirder?"
BOOZOO BAJOU,,SHANGRI-LA,SUNDAY,22:00 - 00:00,
BORN ON ROAD SHOWCASE,http://www.soundcloud.com/born-on-road,THE UNFAIRGROUND,SUNDAY,00:00 - 02:00,
BOSCO CIRCUS AND FUSE PRODUCTION,,THEATRE AND CIRCUS,FRIDAY,,
BOSCO CIRCUS AND FUSE PRODUCTION,,THEATRE AND CIRCUS,SATURDAY,,
BOSCO CIRCUS AND FUSE PRODUCTION,,THEATRE AND CIRCUS,SUNDAY,,
BOWJANGLES,,THEATRE AND CIRCUS,FRIDAY,11:55 - 12:15,
BOWJANGLES,,THEATRE AND CIRCUS,FRIDAY,20:17 - 20:37,
BOWJANGLES,,THEATRE AND CIRCUS,SATURDAY,11:55 - 12:15,
BOWJANGLES,,THEATRE AND CIRCUS,SATURDAY,20:30 - 20:50,
BOWJANGLES,,THEATRE AND CIRCUS,SUNDAY,11:55 - 12:15,
BOWJANGLES,,THEATRE AND CIRCUS,SUNDAY,20:40 - 21:00,
BRAMBLE FM,,THEATRE AND CIRCUS,FRIDAY,12:00 - 15:00,
BRAMBLE FM,,THEATRE AND CIRCUS,SATURDAY,12:00 - 15:00,
BRAMBLE FM,,THEATRE AND CIRCUS,SUNDAY,12:00 - 15:00,
BRAWTHER & JEREMY UNDERGROUND PARIS,,BLOCK9,SATURDAY,00:00 - 02:00,
BREACH,http://www.benwestbeech.com/,SILVER HAYES,SUNDAY,01:00 - 02:30,"Last year was the big one for Ben Westbeech, a hit remix for Maya Jane Coles and a hits under the name Breach with ‘Jack’ and ‘Everything You Never Had’ featuring Adreya Triana. Expect a monster end to the weekend"
BREAKFAST WITH HOWARD,http://www.howardmarks.name/,GLADE,SUNDAY,11:00 - 11:45,Join the infamous Mr Nice for breakfast with Howard
BRIAN BOOTHBY,http://www.brianboothby.co.uk/,GREEN FIELDS,SATURDAY,18:00 - 19:00,
BRIAN BOOTHBY,http://www.brianboothby.co.uk/,GREEN FIELDS,SUNDAY,14:00 - 15:00,
BRIAN BOOTHBY,http://www.brianboothby.co.uk/,GREEN FIELDS,THURSDAY,22:00 - 23:00,
BRIDGES FOR MUSIC PRESENTS DJ FOSTA & THIBO TAZZ,http://www.bridgesformusic.org/webapp/get-to-know-dj-fosta-langa-south-africa-blogdetail.html?id=115,SILVER HAYES,SATURDAY,13:00 - 15:00,Put together by the music business organisation which works to develop music artists around the world. DJ Fosta’s South African house music is straight from the townships.
BRIEFS,http://www.briefsboys.com,THEATRE AND CIRCUS,FRIDAY,23:58 - 00:48,
BRIEFS,,THEATRE AND CIRCUS,SATURDAY,,
BRIEFS,http://www.briefsboys.com,THEATRE AND CIRCUS,SATURDAY,00:04 - 00:54,
BRIEFS,,THEATRE AND CIRCUS,SUNDAY,,
BRIEFS,http://www.briefsboys.com,THEATRE AND CIRCUS,SUNDAY,23:05 - 23:55,
BROTHER CULTURE,http://www.reggaeville.com/nc/artist-details/artist/brother-culture/ac/biography.html,THE UNFAIRGROUND,SUNDAY,02:00 - 03:00,
BROTHER CULTURE MC,https://www.facebook.com/mcbrotherculture,THE COMMON,FRIDAY,,
BRUSHY ONE STRING,http://brushyonestring.com/,THE COMMON,FRIDAY,00:00 - 01:00,
BRUSHY ONE STRING,,THE PARK,SATURDAY,13:00 - 13:30,
BRUSHY ONE STRING,http://brushyonestring.com/,SHANGRI-LA,SATURDAY,17:00 - 17:45,
BRUSHY ONE STRING,http://brushyonestring.com,GLADE,SUNDAY,15:30 - 16:15,Jamaican solo artist gritty soulful and upbeat grooves warms the heart.
BRYAN FERRY,http://www.bryanferry.com/,WEST HOLTS,SATURDAY,22:15 - 23:45,"He croons, he swings and he’s been in one of the most influential British groups ever in Roxy Music. Stylishly attired as ever, the be-suited Bryan will be delving into his back catalogue for what should be a dynamic live event."
BUBBLEDUBBLE,http://bubbledubble.soundawesome.com/,GREEN FIELDS,FRIDAY,00:00 - 01:00,
BUBBLEDUBBLE,http://bubbledubble.soundawesome.com/,GREEN FIELDS,SUNDAY,21:00 - 22:00,
BURMA UPDATE,,GREEN FIELDS,FRIDAY,13:15 - 14:15,
BUSHKIN AND THE ITS BAND,www.bushbashrecordings.com,SHANGRI-LA,SUNDAY,02:15 - 03:00,
BUSTAMENTO,,THE PARK,FRIDAY,20:00 - 21:00,
BUSTAWIDEMOVE,,THE COMMON,SATURDAY,23:00 - 00:00,
BUTTONED DOWN DISCO,http://www.buttoneddowndisco.com/,WILLIAM'S GREEN,SATURDAY,23:00 - 03:00,"The largest indie dance party in the UK, taking place once a month at KOKO in Camden and treating music fans to a dancefloor kicking mash up of electro, indie and pop! Now in a field in Somerset."
BY THE RIVERS,www.bytherivers.co.uk,GREEN FIELDS,SATURDAY,00:00 - 01:00,"Featuring rootsy ska, multi harmonies and plenty of brass, a real good time experience"
CALAIS MIGRANT SOLIDARITY,,GREEN FIELDS,WEDNESDAY,16:00 - 17:00,
CALIBRE & MC DRS,,BLOCK9,FRIDAY,01:00 - 02:30,
CALJADER - THE TROPICALISIMO,soundcloud.com/cal-jader,SHANGRI-LA,SATURDAY,23:30 - 00:30,
CALVARY,,PILTON PALAIS,SUNDAY,22:30 - 00:11,
CAPTAIN ID OF SPLOTT,,THEATRE AND CIRCUS,FRIDAY,,
CAPTAIN ID OF SPLOTT,,THEATRE AND CIRCUS,SATURDAY,,
CAPTAIN ID OF SPLOTT,,THEATRE AND CIRCUS,SUNDAY,,
CAPTAIN KIPPER/WILLIE THE WICKED WOLF,http://kidzfield.com,KIDZ FIELD,SUNDAY,14:00 - 15:00,
CARDBOARD FOX,http://www.cardboardfox.co.uk/,THEATRE AND CIRCUS,SATURDAY,21:05 - 21:20,
CARDISRY WITH DANIEL JOHN,,THEATRE AND CIRCUS,SATURDAY,14:45 - 15:30,
CARDISRY WITH DANIEL JOHN,,THEATRE AND CIRCUS,SATURDAY,16:00 - 16:45,
CARDISRY WITH DANIEL JOHN,,THEATRE AND CIRCUS,SUNDAY,14:45 - 15:30,
CARDISRY WITH DANIEL JOHN,,THEATRE AND CIRCUS,SUNDAY,16:00 - 16:45,
CARIBBEAN REPUBLIC OF SANTA CANDELA,,THEATRE AND CIRCUS,FRIDAY,10:30 - 11:00,
CARIBBEAN REPUBLIC OF SANTA CANDELA,,THEATRE AND CIRCUS,FRIDAY,16:35 - 17:20,
CARIBBEAN REPUBLIC OF SANTA CANDELA,,THEATRE AND CIRCUS,SATURDAY,16:35 - 17:20,
CARIBBEAN REPUBLIC OF SANTA CANDELA,,THEATRE AND CIRCUS,SUNDAY,10:30 - 11:00,
CARIBBEAN REPUBLIC OF SANTA CANDELA,,THEATRE AND CIRCUS,SUNDAY,16:35 - 17:20,
CARNABELLS,http://www.carnabells.com/,SILVER HAYES,FRIDAY,14:30 - 14:55,Vacciney good time pop with a jangle and some catchy vocals.
CARNIVAL COLLECTIVE,,THEATRE AND CIRCUS,FRIDAY,11:00 - 11:45,
CARNIVAL COLLECTIVE,,THEATRE AND CIRCUS,FRIDAY,13:45 - 14:15,
CARNIVAL COLLECTIVE,,THEATRE AND CIRCUS,SATURDAY,11:00 - 11:45,
CARNIVAL COLLECTIVE,,THEATRE AND CIRCUS,SATURDAY,13:45 - 14:15,
CARNIVAL COLLECTIVE,,THEATRE AND CIRCUS,SUNDAY,11:00 - 11:45,
CARNIVAL COLLECTIVE,,THEATRE AND CIRCUS,SUNDAY,13:45 - 14:15,
CARNIVAL COLLECTIVE,,GREEN FIELDS,THURSDAY,22:00 - 23:30,
CARO EMERALD,http://www.caroemerald.com/,PYRAMID STAGE,SUNDAY,12:15 - 13:00,"Vintage jazz, a samba, a rhumba and a flash of electro swing have all crept into this evocative singer’s repertoire in recent years. Get out the wine cooler, set down the picnic cloth and waft yourself away to places where the cocktails never dry up (not Watford)."
CAROUSELS AND LIMOUSINES,www.carouselsandlimousines.com,AVALON CAFE,FRIDAY,17:30 - 18:15,
CARROLL THOMPSON 'QUEEN OF LOVERS ROCK',https://myspace.com/carrollthompson,SILVER HAYES,SATURDAY,23:00 - 00:30,The Queen Of Lovers Rock was trained in classical piano and developed her singing style through gospel music before hitting big in the 1980s since when she has worked with everyone from Michael Jackson to The Pet Shop Boys.
"CARRYONYEAHBOR WITH TAYO, FRANK TOPE AND FRIENDS",,THE PARK,SATURDAY,19:00 - 20:00,
CASEY WOOD,,THEATRE AND CIRCUS,FRIDAY,,
CASEY WOODS,http://www.caseymwood.com,THEATRE AND CIRCUS,SATURDAY,21:06 - 21:14,
CASSETTE BOY VS DJ RUBBISH,www.youtube.com/user/cassetteboy,SHANGRI-LA,FRIDAY,02:30 - 03:30,
CASSETTEBOY AND DJ RUBBISH,http://www.youtube.com/user/cassetteboy,GLADE,SUNDAY,12:35 - 13:20,The name originates from their use of cassette recorders (now replaced by computers) to cut up voice and music samples. www.youtube.com/user/shaunpubis
CATBALLOU,http://blackkatboppers.com/,SHANGRI-LA,FRIDAY,00:00 - 01:00,
CATBALLOU,http://www.youtube.com/watch?v=5ftrqu-yd1o&feature=youtu.be,SHANGRI-LA,WEDNESDAY,18:30 - 19:30,
CATE FERRIS,,THE PARK,SUNDAY,18:00 - 18:40,
CATE LE BON,http://catelebon.com/,THE PARK,SATURDAY,14:10 - 15:00,"The wonderful Cate Le Bon has let her post-Velvet Underground sound ferment into something that’s simple yet amazing, her Welsh lilt taking the resultant groove to dizzy new heights on her recent ‘Mug Museum’ album."
CBEEBIES RHYMING ROCKETS,http://kidzfield.com,KIDZ FIELD,THURSDAY,13:00 - 13:30,
CC SMUGGLERS,http://www.ccsmugglers.co.uk/,AVALON,SUNDAY,12:35 - 13:25,"Acoustic roots band, known for guerrilla busking and spirited live shows. Manfully endorsed by Seasick Steve and Old Crow Medicine Show."
CC SMUGGLERS,www.ccsmugglers.co.uk,GREEN FIELDS,THURSDAY,23:00 - 01:00,Backwoods hillbilly sounds with a slug of Cajun spice for good measure.
CELESTE,,GREEN FIELDS,WEDNESDAY,17:15 - 18:15,
CELESTE LOVICK,http://www.shelteringtree.co.uk/,GREEN FIELDS,THURSDAY,14:00 - 15:00,
CELT ISLAM,,GREEN FIELDS,SUNDAY,01:30 - 02:30,
CHANCE THE RAPPER,http://chanceraps.com/,JOHN PEEL STAGE,SUNDAY,20:45 - 21:45,"Having performed on a host of other people’s records – James Blake, Skrillex, Childish Gambino, Lil Wayne, even Justin ‘Bad Boy’ Bieber - Chance The Rapper steps out on his own on the back of last year’s ‘Acid Rap’ mix tape. Expect some eclectic samples and some heavyweight LA storytelling for the ghetto Glasto."
CHARLENE SORAIA,,OTHER,SUNDAY,17:45 - 18:30,
CHARLEY MCFARLEY,,BLOCK9,WEDNESDAY,21:30 - 23:00,
CHARLI XCX,http://www.charlixcxmusic.com/,SILVER HAYES,SATURDAY,13:15 - 14:00,"Anyone who is an exponent of witch house is good with Glastonbury – of course. Mix in synthpop, darkwave and indietronica and you’ll have an idea of just where Charli is coming from."
CHARLIE KANE,https://soundcloud.com/charliekane,THE COMMON,FRIDAY,00:30 - 01:30,
CHARLIE MILLER & THE SOUL AGENTS,,GREEN FIELDS,SUNDAY,01:00 - 02:00,
CHE SUDAKA,http://www.chesudaka.com/index.php/es/,SILVER HAYES,FRIDAY,21:00 - 22:30,"Barcelona-based four piece whose mix of cumbia and punk is very reminiscent of Manu Chao. Outspoken and sounding like they are in mid party mode, this should be a spectacular appearance, expect sudden fast paced rap outbreaks too."
CHERUB,,THE PARK,SATURDAY,02:45 - 03:45,
CHERUB,http://cherublamusica.com/home,SILVER HAYES,SUNDAY,20:30 - 21:30,Hook-laden electro pop from this Nashville duo with more than few idiosyncratic laughs along the way.
CHICKEN BROTHERS,www.thechickenbrothers.co.uk,SHANGRI-LA,FRIDAY,04:00 - 05:00,
CHICKEN BROTHERS,http://www.thechickenbrothers.co.uk/,SHANGRI-LA,FRIDAY,05:00 - 06:00,
CHINESE LION,,THEATRE AND CIRCUS,FRIDAY,10:20 - 10:30,
CHINESE LION,,THEATRE AND CIRCUS,FRIDAY,10:30 - 10:40,
CHINESE LION,,THEATRE AND CIRCUS,SATURDAY,10:20 - 10:30,
CHINESE LION,,THEATRE AND CIRCUS,SATURDAY,10:30 - 10:40,
CHINESE LION,,THEATRE AND CIRCUS,SUNDAY,10:20 - 10:30,
CHINESE LION,,THEATRE AND CIRCUS,SUNDAY,10:30 - 10:40,
CHIX DIGME,,SILVER HAYES,SATURDAY,05:30 - 07:00,
CHLÖE HOWL,http://www.chloehowl.com/,SILVER HAYES,FRIDAY,19:00 - 20:00,19-year-old BRITS Critics’ Choice nominee with an electro pop sound and some feather light vocals that accentuate her tender years.
CHRIS BOWSHER,https://myspace.com/thefactionis,GREEN FIELDS,SATURDAY,22:00 - 23:00,
CHRIS BOWSHER  (RDF) SOLO,http://en.wikipedia.org/wiki/radical_dance_faction,SHANGRI-LA,THURSDAY,18:00 - 18:30,
CHRIS COCO,http://www.chriscoco.com/,SHANGRI-LA,FRIDAY,00:00 - 01:00,
CHRIS ELLIS,http://www.shelteringtree.co.uk/,GREEN FIELDS,THURSDAY,21:00 - 22:00,
CHRIS ELLIS,http://www.shelteringtree.co.uk/,GREEN FIELDS,WEDNESDAY,23:00 - 00:00,
CHRIS ELLIS & ROSIE TOLL,,GREEN FIELDS,FRIDAY,15:45 - 16:40,
CHRIS REDMOND,www.chrisredmond.co.uk,THEATRE AND CIRCUS,FRIDAY,12:00 - 12:25,
CHRIS REDMOND,www.chrisredmond.co.uk,THEATRE AND CIRCUS,SATURDAY,13:50 - 14:15,
CHRIS WOODS GROOVE,http://chriswoodsgroove.co.uk/,GREEN FIELDS,SUNDAY,13:00 - 14:00,
CHRIS WOODS GROOVE,,GREEN FIELDS,SUNDAY,17:15 - 18:15,
"CHRISTOPHER ""ANASPITOS"" BULLZINI PRESENTS EQUILIBERATION",,THEATRE AND CIRCUS,FRIDAY,18:16 - 18:23,
"CHRISTOPHER ""ANASPITOS"" BULLZINI PRESENTS EQUILIBERATION",,THEATRE AND CIRCUS,SATURDAY,18:31 - 18:38,
"CHRISTOPHER ""ANASPITOS"" BULLZINI PRESENTS EQUILIBERATION",,THEATRE AND CIRCUS,SUNDAY,18:08 - 18:15,
CHVRCHES,http://chvrch.es/home/,JOHN PEEL STAGE,FRIDAY,19:45 - 20:45,"The feeling of austerity continues with Chvrches, and their old school barrage of synths behind Lauren Mayberry’s vocal. Think Depeche Mode in the early ‘80s with Dave Gahan replaced by a sweet Scottish brogue. And no leather trousers."
CIARA CUNNANE,,OTHER,FRIDAY,18:00 - 20:00,
CIARA CUNNANE,,OTHER,SATURDAY,18:00 - 20:00,
CIARA CUNNANE,,OTHER,THURSDAY,18:00 - 20:00,
CINDY PINK FT. DIXIE ROSE,http://cindypink.com/,THE PARK,SATURDAY,22:00 - 00:00,
CIRCA WAVES,http://circawaves.com/,OTHER STAGE,SATURDAY,12:30 - 13:10,"If you put lots of elements from the great days of indie pop into a blender - jangling guitars, singalong choruses, a few pointed life messages and a hint of math rock cleverness - you’d make an audio milkshake a bit like this uplifting four piece."
CIRCUS GEEKS - 'DOWN UP',http://www.circusgeeks.co.uk/down-up,THEATRE AND CIRCUS,FRIDAY,18:10 - 18:45,
CIRCUS GEEKS - 'DOWN UP',http://www.circusgeeks.co.uk/down-up,THEATRE AND CIRCUS,SATURDAY,18:25 - 19:00,
CIRCUS GEEKS - 'DOWN UP',http://www.circusgeeks.co.uk/down-up,THEATRE AND CIRCUS,SUNDAY,14:20 - 14:55,
CIRCUS KATHMANDU,http://www.circuskathmandu.com,THEATRE AND CIRCUS,FRIDAY,17:26 - 18:11,
CIRCUS KATHMANDU,http://www.circuskathmandu.com,THEATRE AND CIRCUS,SATURDAY,17:41 - 18:26,
CIRCUS KATHMANDU,http://www.circuskathmandu.com,THEATRE AND CIRCUS,SUNDAY,17:18 - 18:03,
CIRCUS SKILLS WORKSHOP,,THEATRE AND CIRCUS,FRIDAY,,
CIRCUS SKILLS WORKSHOP,,THEATRE AND CIRCUS,SATURDAY,,
CIRCUS SKILLS WORKSHOP,,THEATRE AND CIRCUS,SUNDAY,,
CLANCY,,THE BEAT HOTEL,THURSDAY,20:00 - 22:00,
CLANNAD,http://www.clannad.ie/,ACOUSTIC,SUNDAY,20:00 - 20:50,Best remembered for their Celtic inflections on a string of TV series and perennially receiving many an award over their 40 year plus career the Brennans and the Duggans take a trip through their back pages.
CLARE TWELVETREES – FAIRTRADE FOUNDATION,,GREEN FIELDS,SUNDAY,15:15 - 16:15,
CLASS - MAURICIO REYES,,GLASTO LATINO,FRIDAY,15:00 - 16:00,
CLASS - MAURICIO REYES,,GLASTO LATINO,SATURDAY,13:00 - 14:00,
CLASS - MAURICIO REYES,,GLASTO LATINO,SATURDAY,17:00 - 18:00,
CLASS - MAURICIO REYES,,GLASTO LATINO,SUNDAY,15:00 - 16:00,
CLASS - NIGEL MAY,,GLASTO LATINO,FRIDAY,13:00 - 14:00,
CLASS - NIGEL MAY,,GLASTO LATINO,FRIDAY,17:00 - 18:00,
CLASS - NIGEL MAY,,GLASTO LATINO,SATURDAY,15:00 - 16:00,
CLASS - NIGEL MAY,,GLASTO LATINO,SUNDAY,13:00 - 14:00,
CLASS - NIGEL MAY,,GLASTO LATINO,SUNDAY,17:00 - 18:00,
CLAYHEAD,,THEATRE AND CIRCUS,FRIDAY,,
CLAYHEAD,,THEATRE AND CIRCUS,SATURDAY,,
CLAYHEAD,,THEATRE AND CIRCUS,SUNDAY,,
CLEAN BANDIT,http://cleanbandit.co.uk/,JOHN PEEL STAGE,SATURDAY,18:15 - 19:15,"Plundering classical strings, deep house and synthpop to make a kind of modern baroque pop sound on ‘Mozart’s House’, the Bandit’s biggest success came with the Jess Glynne fronted ‘Rather Be’, which used a similarly eclectic mix of sounds."
